mora_60,dias_atraso_12_meses_antes,situacion_casa,edad,fecha_ingreso_empleo,antiguedad_tc_meses,producto_pasivo_12_meses_antes,ingreso_mensual,monto_linea_tc,monto_saldo_deudor_prom,score_aprob_tc,nro_veces_abono_12m_antes,zona_geografica,riesgos_sbs,nivel_educativo,edad_binned
0,0,PROPIA,42,2005-12-01,98,12,14400.0,67019.95,14170.94,224,9,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,45,2001-06-01,81,12,7164.41,2087.14,187.34,187,12,Junin,2,PROFESIONAL,adulto
0,0,FAMILIAR,36,2005-03-18,43,12,4809.19,10445.0,10596.08,206,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,49,2008-06-01,30,12,6439.69,13533.01,8550.14,219,10,Lima,1,PROFESIONAL,adulto
0,0,FAMILIAR,43,1998-01-01,0,12,1021.93,12447.0,2654.24,218,12,Lima,0,TECNICO,adulto
0,0,PROPIA,37,1996-01-01,22,12,2600.0,11930.0,48854.87,214,12,Arequipa,0,PROFESIONAL,joven
0,0,PROPIA,39,1998-08-01,29,12,5356.0,0.0,0.0,226,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,36,2000-10-01,47,12,3370.0,0.0,3009.97,221,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,43,2000-08-01,0,12,4800.0,70634.16,10422.4,224,12,Callao,0,PROFESIONAL,adulto
0,8,FAMILIAR,54,1985-01-01,107,12,2100.0,9887.07,12058.06,205,0,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,41,1998-04-01,100,12,15000.0,10500.0,472.26,204,0,Ica,0,PROFESIONAL,joven
0,0,PROPIA,32,2001-04-01,42,12,6031.0,16745.39,468.57,230,12,Lima,1,TECNICO,joven
0,0,FAMILIAR,49,1999-04-07,54,12,3637.79,10040.0,4923.96,200,12,Lambayeque,0,PROFESIONAL,adulto
0,0,PROPIA,49,1996-02-01,110,12,18000.0,121543.4,12547.51,219,0,Lima,1,PROFESIONAL,adulto
0,0,PROPIA,46,1991-09-01,15,12,16000.0,121543.4,28707.3,217,12,Lima,1,PROFESIONAL,adulto
0,0,PROPIA,58,1974-01-01,0,12,5060.0,30020.0,18288.4,230,12,Lima,0,TECNICO,adulto
0,0,FAMILIAR,34,2002-03-01,61,12,2200.0,16100.0,3035.83,221,2,Lima,0,PROFESIONAL,joven
0,0,PROPIA,56,2007-01-01,18,12,9000.0,0.0,5027.26,231,0,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,38,2004-05-03,0,12,1082.22,15530.0,119.31,198,12,Tacna,0,TECNICO,joven
0,0,FAMILIAR,28,2006-01-02,0,12,3811.97,32994.61,0.0,200,12,Lima,1,PROFESIONAL,joven
0,0,FAMILIAR,31,1998-07-01,60,12,2500.0,7400.0,1330.46,228,1,Junin,1,PROFESIONAL,joven
0,0,PROPIA,58,1980-02-01,59,12,8257.0,8866.16,2820.95,230,0,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,36,2006-09-01,69,12,4311.0,29641.24,0.0,202,9,Lima,1,PROFESIONAL,joven
0,0,PROPIA,52,1993-10-01,119,12,21800.0,107018.63,11630.2,224,11,Lima,2,SUPERIOR,adulto
0,0,PROPIA,54,2000-09-15,86,12,2615.25,15500.0,2358.51,216,12,Lima,0,TECNICO,adulto
0,0,FAMILIAR,51,2004-03-01,50,12,5000.0,35560.0,0.0,205,10,Lima,0,SUPERIOR,adulto
0,0,PROPIA,51,2005-02-01,40,12,7455.4,22200.0,3498.56,231,11,Lima,0,PROFESIONAL,adulto
0,1,PROPIA,41,1996-09-01,112,12,8581.0,121543.4,57094.38,217,8,Lima,1,PROFESIONAL,joven
0,0,FAMILIAR,32,2005-11-01,36,12,5000.0,89678.5,0.0,212,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,54,1981-02-01,10,12,6500.0,2284.64,212.86,205,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,26,2006-02-01,16,12,4199.09,5213.47,666.31,189,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,55,1993-03-01,80,12,15000.0,6865.7,5478.65,211,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,41,2007-01-01,96,12,9311.29,36912.8,0.0,217,11,Lima,0,PROFESIONAL,joven
0,0,OTRAS,29,2004-04-01,31,12,4595.7,2000.0,223.01,220,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,30,2004-12-01,1,12,2500.0,1228.0,0.0,219,12,Moquegua,0,PROFESIONAL,joven
0,1,PROPIA,57,1992-02-01,119,12,3500.0,35200.0,23650.21,218,0,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,50,2007-04-01,44,12,11087.0,116986.08,0.0,205,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,47,2000-01-01,87,12,13500.0,22501.1,14548.74,198,0,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,29,2002-05-01,75,12,3000.0,34890.0,17001.35,200,0,Arequipa,0,PROFESIONAL,joven
0,0,PROPIA,52,2006-08-18,48,12,2330.65,13840.0,910.07,216,12,Junin,0,TECNICO,adulto
0,0,FAMILIAR,55,1971-11-01,98,12,3200.0,2412.48,0.0,230,12,Arequipa,0,TECNICO,adulto
0,2,PROPIA,34,1997-10-01,50,12,12000.0,10551.0,10811.26,209,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,48,2005-01-01,63,12,1000.0,73588.8,17287.34,195,0,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,35,2003-12-01,57,12,11000.0,121543.4,719.37,240,12,Lima,1,PROFESIONAL,joven
0,1,FAMILIAR,53,1984-01-01,0,12,815.33,14531.0,1489.65,212,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,58,1997-07-01,104,12,21000.0,75888.0,0.0,238,0,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,40,2001-10-17,14,12,1295.35,300.0,11987.72,180,12,Arequipa,0,TECNICO,joven
0,1,PROPIA,56,2000-05-01,117,12,13000.0,15000.0,819.07,233,11,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,27,2008-05-01,49,12,3500.0,5575.48,231.22,219,9,Lima,0,PROFESIONAL,joven
0,0,PROPIA,35,2005-12-01,93,12,6800.0,82336.44,1166.2,213,12,Lima,0,TECNICO,joven
0,1,PROPIA,40,1995-01-01,0,12,3500.0,0.0,0.0,221,12,Cuzco,0,PROFESIONAL,joven
0,0,FAMILIAR,33,2006-03-01,0,12,6000.0,38110.0,0.0,219,12,Lima,2,PROFESIONAL,joven
0,0,FAMILIAR,36,2006-03-01,104,12,3500.0,48287.5,1313.57,214,9,Lima,0,PROFESIONAL,joven
0,0,PROPIA,38,2005-11-01,78,12,28400.0,121543.4,28954.03,221,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,39,2008-02-01,42,12,6275.0,71700.0,3510.59,216,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,52,1996-07-01,0,12,15000.0,19540.0,0.0,238,0,Lima,2,PROFESIONAL,adulto
0,0,FAMILIAR,45,1996-01-01,95,12,4200.0,7760.3,4122.72,200,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,48,1982-01-01,61,12,2858.0,1464.88,255.99,198,12,Lima,0,PROFESIONAL,adulto
0,2,FAMILIAR,45,1986-04-21,49,12,6529.52,5700.0,3200.0,197,12,Junin,0,TECNICO,adulto
0,0,FAMILIAR,49,1994-07-01,58,12,4600.0,1179.74,1120.62,205,12,Lima,2,PROFESIONAL,adulto
0,0,PROPIA,61,1986-01-01,80,12,30000.0,5721.39,1777.08,207,0,Lima,0,PROFESIONAL,adulto
0,1,PROPIA,43,1983-08-01,85,12,8990.0,53980.62,0.0,238,0,Lima,0,PROFESIONAL,adulto
0,1,FAMILIAR,31,2008-03-01,59,12,8778.25,12000.0,10531.09,192,12,Arequipa,0,TECNICO,joven
0,0,PROPIA,48,1980-05-01,107,12,4224.0,30322.36,0.0,219,1,Lima,1,PROFESIONAL,adulto
0,0,FAMILIAR,45,1996-01-02,0,12,1800.0,22540.0,0.0,193,0,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,41,2003-05-01,74,12,5600.0,18700.0,57094.38,216,12,Arequipa,0,TECNICO,joven
0,0,FAMILIAR,28,2002-01-01,75,12,2000.0,26800.0,1454.62,196,0,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,35,2005-06-01,17,12,6300.0,31911.2,0.0,202,12,Lima,1,PROFESIONAL,joven
0,0,FAMILIAR,29,2004-04-01,0,12,5500.0,32762.78,0.0,195,6,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,39,2005-07-01,0,12,3100.0,24832.85,0.0,197,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,54,1991-07-01,104,12,13000.0,58300.0,47241.91,245,12,Lima,1,PROFESIONAL,adulto
0,0,PROPIA,27,2003-08-01,69,12,4600.0,0.0,2293.3,201,0,Junin,0,PROFESIONAL,joven
0,0,PROPIA,35,2008-05-01,71,10,5200.0,6400.0,141.19,196,9,Arequipa,0,TECNICO,joven
0,0,PROPIA,28,2005-02-01,13,12,6500.0,8000.0,838.7,208,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,49,2006-01-01,55,12,3400.0,32250.0,0.0,198,12,Arequipa,1,PROFESIONAL,adulto
0,0,PROPIA,56,2005-06-01,0,12,5600.0,0.0,0.0,230,12,Arequipa,0,TECNICO,adulto
0,0,PROPIA,36,1999-03-01,46,12,3539.42,28990.0,0.0,240,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,29,2006-02-01,0,12,6501.68,21640.0,0.0,212,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,56,1977-07-01,9,12,4000.0,8155.0,8017.72,228,12,Ica,0,TECNICO,adulto
0,0,PROPIA,47,2005-01-01,95,12,30000.0,4997.25,1899.38,224,11,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,37,2000-04-01,89,12,7000.0,3814.01,1823.53,202,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,46,1988-01-01,100,12,3000.0,22788.4,10665.67,219,12,Lima,3,PROFESIONAL,adulto
0,0,FAMILIAR,40,1998-04-01,101,12,7500.0,49159.37,1120.6,205,12,Lima,2,PROFESIONAL,joven
0,0,FAMILIAR,39,1998-03-01,95,12,8076.0,7500.0,1877.93,202,0,Lambayeque,0,PROFESIONAL,joven
0,0,PROPIA,62,1996-01-01,0,12,3500.0,21328.8,0.0,250,12,Lima,1,PROFESIONAL,adulto
0,0,PROPIA,43,2001-07-01,21,12,4500.0,0.0,0.0,214,12,Arequipa,1,TECNICO,adulto
0,0,FAMILIAR,37,1991-07-01,105,12,3450.0,17844.0,362.31,202,12,Callao,0,PROFESIONAL,joven
0,0,PROPIA,51,1984-10-01,103,12,5000.0,16912.54,7526.15,229,12,Callao,0,PROFESIONAL,adulto
0,0,PROPIA,43,1993-11-01,60,12,8200.0,15400.0,6662.64,204,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,47,2000-01-01,30,12,3500.0,0.0,8220.11,224,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,49,1982-01-01,95,12,19708.0,34385.13,1561.19,219,12,Lima,1,PROFESIONAL,adulto
0,0,PROPIA,30,2005-02-01,72,12,4500.0,3250.0,0.0,211,12,Lima,0,TECNICO,joven
0,0,FAMILIAR,57,1994-11-01,14,12,8000.0,1521.91,16840.14,219,10,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,44,1997-02-01,0,12,2485.21,3740.0,6428.57,219,12,Lima,4,PROFESIONAL,adulto
0,0,PROPIA,53,2004-01-01,118,7,6370.0,60730.0,243.22,224,7,Lima,1,PROFESIONAL,adulto
0,0,FAMILIAR,55,1982-01-01,88,12,2700.0,7029.6,2292.82,238,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,38,1999-01-01,78,12,12000.0,121543.4,1734.56,196,0,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,42,1994-09-01,102,12,4950.0,26361.4,832.68,205,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,43,1993-07-01,33,12,4500.0,3164.98,87.0,217,12,Tacna,0,PROFESIONAL,adulto
0,0,FAMILIAR,61,1998-01-01,46,12,10000.0,56860.0,3305.77,219,12,Lambayeque,0,PROFESIONAL,adulto
0,0,FAMILIAR,37,1999-08-01,47,12,4387.0,78821.77,6526.65,195,11,Lima,1,PROFESIONAL,joven
0,48,FAMILIAR,43,1983-05-01,105,12,4700.0,5471.89,19672.82,212,0,Lima,4,SUPERIOR,adulto
0,0,PROPIA,28,2006-10-01,22,12,5189.01,10000.0,2456.53,212,11,Lima,0,PROFESIONAL,joven
0,0,PROPIA,45,1999-07-01,97,12,5000.0,10500.0,0.0,243,12,Lima,1,PROFESIONAL,adulto
0,2,FAMILIAR,39,1998-04-01,46,12,1300.0,500.0,2340.74,171,12,Cuzco,0,PROFESIONAL,joven
0,0,PROPIA,51,1998-06-01,62,12,2600.0,1228.0,1614.23,216,12,Arequipa,1,TECNICO,adulto
0,0,PROPIA,29,2005-01-01,17,12,4900.0,16803.0,914.9,238,12,La Libertad,0,PROFESIONAL,joven
0,0,FAMILIAR,52,1974-10-01,39,12,4000.0,3027.78,0.0,216,11,Lima,0,TECNICO,adulto
0,0,FAMILIAR,28,2006-10-01,21,12,3500.0,6000.0,311.59,219,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,41,1989-08-01,110,12,8592.32,42818.53,0.0,205,12,Lima,1,PROFESIONAL,joven
0,0,PROPIA,53,1983-10-01,103,10,24000.0,121543.4,26353.98,224,0,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,36,2001-08-01,0,12,4400.0,4446.24,0.0,221,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,33,2003-04-01,48,12,7000.0,39544.33,0.0,200,12,Lima,1,PROFESIONAL,joven
0,0,FAMILIAR,40,2008-07-01,118,4,28055.0,106308.92,21.33,212,3,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,29,1997-09-01,44,11,5000.0,0.0,0.0,175,0,Tacna,0,SUPERIOR,joven
0,0,FAMILIAR,28,2005-03-01,0,12,3207.9,3621.15,7639.2,214,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,44,1994-09-01,104,12,5300.0,38163.42,30523.82,224,12,Lima,1,PROFESIONAL,adulto
0,0,PROPIA,47,2006-03-01,18,12,4200.0,3419.0,38913.17,180,12,Arequipa,0,SUPERIOR,adulto
0,0,FAMILIAR,41,1998-08-13,34,12,15000.0,50342.76,0.0,205,0,Lima,0,PROFESIONAL,joven
0,0,PROPIA,58,1987-08-01,1,12,3500.0,12995.0,0.0,257,12,Arequipa,1,PROFESIONAL,adulto
0,0,PROPIA,47,1994-10-01,112,12,5600.0,40481.2,48628.55,224,11,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,37,1998-08-01,85,12,3600.0,16198.0,8052.71,202,12,Ancash,0,PROFESIONAL,joven
0,38,PROPIA,65,2006-07-01,93,12,6600.0,0.0,0.0,238,2,Lima,4,PROFESIONAL,adulto_mayor
0,0,FAMILIAR,57,2005-09-01,88,12,4878.11,134.65,0.0,219,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,42,1994-04-01,108,12,30000.0,111661.0,28818.74,204,0,Arequipa,3,PROFESIONAL,adulto
0,0,FAMILIAR,34,2007-07-01,48,12,15663.95,25000.0,64.13,202,12,Lima,1,PROFESIONAL,joven
0,0,PROPIA,35,1997-11-01,97,12,11000.0,112487.25,14963.44,221,0,Lima,0,PROFESIONAL,joven
0,0,ALQUILADA,36,2000-01-01,42,12,30000.0,109400.0,57094.38,187,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,29,2004-01-01,54,12,2100.0,20300.0,1166.44,228,1,Lima,0,PROFESIONAL,joven
0,1,FAMILIAR,34,2001-07-01,60,12,10500.0,55365.09,779.09,202,12,Lima,1,PROFESIONAL,joven
0,0,FAMILIAR,37,1995-04-01,60,12,1500.0,8173.41,7468.0,180,12,Lima,1,SUPERIOR,joven
0,0,PROPIA,52,2000-01-01,111,12,22900.0,19000.0,1275.84,236,0,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,38,2002-02-01,105,12,5000.0,22300.0,414.85,202,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,44,2001-08-01,79,12,5000.0,40470.0,5016.05,198,12,Lima,1,PROFESIONAL,adulto
0,0,PROPIA,48,1997-05-01,50,12,5546.0,6165.0,0.0,224,11,Huanuco,1,PROFESIONAL,adulto
0,0,PROPIA,38,1996-09-01,0,12,4385.0,8670.0,56227.48,221,0,Arequipa,0,PROFESIONAL,joven
0,0,FAMILIAR,37,2002-08-01,0,12,4451.14,13900.0,0.0,195,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,62,2000-04-01,42,12,10000.0,825.17,0.0,237,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,67,2006-09-01,96,12,10300.0,62500.0,1591.97,219,0,Lima,0,PROFESIONAL,adulto_mayor
0,0,FAMILIAR,34,2004-08-01,28,12,8500.0,26078.96,11610.39,197,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,40,2000-01-01,66,12,19800.0,13744.48,1671.42,205,0,Lima,0,PROFESIONAL,joven
0,0,PROPIA,44,1998-02-01,70,12,3350.0,38250.0,0.0,235,12,Ancash,1,TECNICO,adulto
0,0,PROPIA,53,1995-10-01,70,12,2500.0,3000.0,0.0,217,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,30,2001-06-01,57,12,3500.0,42960.0,189.52,238,12,Arequipa,0,PROFESIONAL,joven
0,0,FAMILIAR,35,1997-12-01,73,12,5550.0,58953.56,0.0,202,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,61,1998-12-01,38,12,15000.0,123.13,0.0,219,12,Lima,1,PROFESIONAL,adulto
0,0,FAMILIAR,36,2001-07-01,84,12,11300.0,5345.69,3173.02,216,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,51,1995-05-01,92,12,10000.0,4124.92,3395.95,205,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,39,1990-12-01,86,12,11000.0,16810.14,2392.26,221,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,44,1991-01-01,85,12,5000.0,1948.47,2143.65,208,12,Arequipa,0,PROFESIONAL,adulto
0,0,PROPIA,49,2001-07-01,106,12,20000.0,42992.0,57094.38,217,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,38,1989-10-02,0,12,5442.5,0.0,0.0,206,11,Pasco,1,TECNICO,joven
0,0,PROPIA,54,1981-08-01,0,12,4500.0,30217.6,0.0,224,12,Lima,0,PROFESIONAL,adulto
0,30,FAMILIAR,48,1992-02-01,32,12,2820.0,2000.0,0.0,185,0,Lima,1,PROFESIONAL,adulto
0,2,PROPIA,47,1996-01-01,83,12,3229.2,32266.0,0.0,217,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,35,2007-11-01,55,12,6500.0,22580.0,17650.78,202,12,Arequipa,0,PROFESIONAL,joven
0,0,FAMILIAR,43,2001-05-01,101,12,6000.0,38300.0,2884.61,205,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,56,1998-02-01,58,12,3000.0,0.0,371.77,219,12,Lambayeque,0,SUPERIOR,adulto
0,0,PROPIA,44,1988-01-01,106,12,14900.0,76550.0,5268.28,204,1,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,41,1994-09-01,111,12,8509.0,83235.05,982.88,217,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,34,2004-11-01,97,12,10000.0,44500.0,3236.83,228,0,Apurimac,0,PROFESIONAL,joven
0,0,PROPIA,39,1993-01-01,87,12,7180.0,0.02,363.25,224,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,58,2001-08-01,24,12,1700.0,4400.0,614.04,202,12,Lima,1,PROFESIONAL,adulto
0,0,PROPIA,43,1985-01-01,95,12,16500.0,8045.92,2746.02,224,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,43,1986-01-01,0,12,1500.0,3400.0,0.0,201,12,Lima,0,TECNICO,adulto
0,0,FAMILIAR,34,2002-01-01,99,12,6500.0,31940.0,46.35,202,8,Lima,0,PROFESIONAL,joven
0,1,FAMILIAR,53,1983-10-01,100,12,7500.0,48944.0,9688.75,219,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,36,1995-01-01,84,12,30000.0,8296.58,1869.12,230,12,Lima,0,PROFESIONAL,joven
0,8,FAMILIAR,31,2000-06-01,61,12,3900.0,1809.5,1567.11,193,12,Lima,2,PROFESIONAL,joven
0,0,PROPIA,51,2005-06-01,106,12,10050.0,95944.0,6850.06,224,9,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,29,2002-10-01,25,12,5500.0,11400.0,450.97,195,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,34,2002-01-01,118,12,3500.0,16119.0,8754.07,214,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,65,2004-10-01,17,12,11600.0,121543.4,30407.65,214,12,Lima,1,PROFESIONAL,adulto_mayor
0,0,FAMILIAR,40,2002-05-01,99,12,7800.0,47770.44,1334.22,185,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,42,1995-08-01,87,12,14535.5,10611.4,0.0,197,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,53,1981-02-01,110,12,30000.0,121543.4,5721.82,219,3,Lima,1,PROFESIONAL,adulto
0,0,PROPIA,55,1991-07-01,92,12,6292.0,196.51,255.31,231,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,34,2001-09-01,86,12,2934.55,63300.0,0.0,197,12,Lima,0,SUPERIOR,joven
0,0,PROPIA,40,1989-01-01,78,12,4000.0,3800.0,0.0,242,0,Lima,0,TECNICO,joven
0,0,FAMILIAR,41,2001-01-01,124,12,7350.0,29950.0,8561.55,205,12,Lima,0,PROFESIONAL,joven
0,0,PROPIA,48,1982-01-01,96,12,23000.0,68807.31,15381.45,204,0,Lima,0,PROFESIONAL,adulto
0,3,PROPIA,46,2000-01-01,39,12,2100.0,2136.45,0.0,238,0,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,58,2005-09-01,118,12,6000.0,49338.4,0.0,219,12,Lima,0,PROFESIONAL,adulto
0,21,FAMILIAR,31,2000-01-01,12,12,2100.0,13440.0,1075.25,173,0,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,35,1997-12-01,82,12,8112.0,47100.0,57094.38,216,10,Lima,0,PROFESIONAL,joven
0,1,PROPIA,50,1984-12-01,117,12,8069.34,27135.0,3710.46,196,0,Piura,0,PROFESIONAL,adulto
0,0,FAMILIAR,41,1996-02-01,88,12,3400.0,3735.94,2142.88,205,12,Arequipa,0,PROFESIONAL,joven
0,0,FAMILIAR,30,2002-01-01,84,12,8000.0,5815.01,408.05,200,12,Lima,1,PROFESIONAL,joven
0,0,FAMILIAR,56,1996-05-23,18,12,3886.37,2600.0,0.0,219,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,42,1994-12-01,82,12,12400.0,3546.77,0.0,218,12,Lima,2,PROFESIONAL,adulto
0,0,PROPIA,47,1985-03-01,111,12,7670.0,8200.0,3771.69,217,11,Lima,1,PROFESIONAL,adulto
0,0,PROPIA,46,1993-06-01,115,12,12000.0,100633.5,7700.99,224,12,Lima,1,PROFESIONAL,adulto
0,0,FAMILIAR,39,1997-02-01,101,12,6800.0,32967.4,126.93,202,12,Arequipa,0,PROFESIONAL,joven
0,0,FAMILIAR,33,2002-10-01,14,12,10500.0,4230.66,2218.86,180,0,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,40,2000-11-18,69,12,6000.0,18600.0,2529.54,205,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,52,2000-01-01,15,12,2100.0,0.0,169.13,219,0,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,54,2004-07-01,92,12,20950.0,8691.98,9907.02,238,0,Lima,0,SUPERIOR,adulto
0,4,PROPIA,37,1997-07-01,115,12,5250.0,83156.5,57094.38,249,0,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,30,2000-10-01,59,12,9600.0,46836.0,517.62,167,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,36,2003-11-01,95,12,30000.0,2946.17,1896.79,202,12,Lima,0,PROFESIONAL,joven
0,1,PROPIA,37,1996-02-01,118,12,17000.0,121543.4,33342.91,214,0,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,33,1999-11-01,77,12,3600.0,0.0,4147.15,200,12,Junin,0,PROFESIONAL,joven
0,0,FAMILIAR,60,1982-07-01,121,12,2100.0,30100.0,1048.59,199,0,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,35,2001-01-01,41,12,8570.0,30800.0,528.53,195,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,35,2005-08-01,51,12,5500.0,5900.0,44722.94,192,12,Cajamarca,0,EDUCACION BASICA,joven
0,0,FAMILIAR,46,2006-01-01,10,12,6000.0,6350.0,0.0,205,10,Arequipa,0,PROFESIONAL,adulto
0,0,FAMILIAR,33,1995-12-01,102,12,6500.0,46919.49,26.04,212,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,50,1979-05-01,23,12,3160.0,1265.11,821.72,178,0,Arequipa,1,PROFESIONAL,adulto
0,0,FAMILIAR,56,1980-05-01,77,12,3500.0,18371.0,0.0,212,12,Arequipa,0,PROFESIONAL,adulto
0,0,PROPIA,42,2006-01-01,117,12,17000.0,121543.4,2941.05,219,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,44,1992-04-01,113,12,5889.0,55409.59,1456.87,224,12,Lima,0,PROFESIONAL,adulto
0,0,FAMILIAR,56,1974-01-01,72,12,11000.0,114584.07,2590.72,199,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,42,1984-10-01,97,12,9000.0,18303.56,138.57,233,12,Cuzco,0,PROFESIONAL,adulto
0,1,FAMILIAR,38,2000-01-01,87,12,13500.0,5435.76,0.0,175,0,Lima,1,PROFESIONAL,joven
0,0,PROPIA,52,1978-10-23,53,12,19883.95,45318.75,0.0,224,11,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,40,1989-12-01,92,12,13000.0,3754.73,0.0,224,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,36,1998-01-02,0,12,8092.44,6000.0,0.0,216,12,Lima,0,PROFESIONAL,joven
0,0,FAMILIAR,45,2002-11-01,53,12,6500.0,30080.0,387.1,199,12,Arequipa,0,PROFESIONAL,adulto
0,0,PROPIA,36,2005-12-01,38,12,6500.0,0.0,0.0,221,7,Lima,0,PROFESIONAL,joven
0,0,PROPIA,42,2005-09-01,115,8,2555.0,30749.13,57094.38,252,0,Ancash,0,PROFESIONAL,adulto
0,0,PROPIA,43,1985-01-01,99,12,16500.0,63600.54,3018.12,224,12,Lima,0,PROFESIONAL,adulto
0,0,PROPIA,58,1980-05-28,96,12,3143.45,53816.2,0.0,257,12,Arequipa,0,PROFESIONAL,adulto
0,0,FAMILIAR,47,2000-10-02,46,12,1045.62,21065.0,242.74,200,12,Lima,0,SUPERIOR,adulto
0,0,FAMILIAR,33,2000-01-01,72,12,3000.0,16840.0,0.0,212,12,Lima,1,PROFESIONAL,joven
0,1,FAMILIAR,65,1980-10-27,114,12,30000.0,76992.32,0.0,228,0,Lima,0,PROFESIONAL,adulto_mayor
0,25,PROPIA,43,2007-04-01,29,12,2835.39,23470.0,0.0,238,12,Arequipa,1,PROFESIONAL,adulto
