mora_60,dias_atraso_12_meses_antes,situacion_casa,edad,fecha_ingreso_empleo,antiguedad_tc_meses,producto_pasivo_12_meses_antes,ingreso_mensual,monto_linea_tc,monto_saldo_deudor_prom,score_aprob_tc,nro_veces_abono_12m_antes,zona_geografica,riesgos_sbs,nivel_educativo,edad_binned
1,0,FAMILIAR,25,2006-11-01,2,11,800.0,0.0,4885.6,169,11,Ica,0,TECNICO,joven
1,0,PROPIA,34,2005-07-01,0,12,1224.18,0.0,4414.9,201,12,Piura,0,TECNICO,joven
1,0,FAMILIAR,38,1996-02-01,0,3,3905.0,30689.94,249.43,185,0,Lima,1,TECNICO,joven
1,15,PROPIA,36,2004-10-01,0,11,6500.0,1699.33,11896.77,221,0,Ancash,2,PROFESIONAL,joven
1,25,FAMILIAR,41,1995-12-01,84,12,2100.0,14483.96,249.96,177,3,Lima,1,TECNICO,joven
1,6,FAMILIAR,25,2004-10-01,0,12,1945.0,0.0,0.0,169,12,Loreto,1,PROFESIONAL,joven
1,0,PROPIA,33,2005-12-01,8,12,1500.0,4649.73,2161.96,216,11,La Libertad,0,PROFESIONAL,joven
1,2,FAMILIAR,23,2007-04-15,0,12,721.62,1300.43,2046.98,156,12,La Libertad,1,TECNICO,joven
1,7,FAMILIAR,32,2004-06-01,0,11,2120.0,3458.47,0.0,226,10,Callao,1,PROFESIONAL,joven
1,6,FAMILIAR,59,1992-06-01,0,0,8000.0,9038.2,13982.46,196,0,Callao,1,EDUCACION BASICA,adulto
1,1,PROPIA,35,1999-03-01,41,0,9794.0,33220.65,0.0,201,0,Lima,1,PROFESIONAL,joven
1,0,FAMILIAR,31,2001-04-01,8,12,1500.0,7467.8,2827.69,199,12,Lima,2,PROFESIONAL,joven
1,1,FAMILIAR,23,2007-02-01,0,12,1394.18,0.0,2275.04,161,12,Ancash,0,TECNICO,joven
1,6,FAMILIAR,28,2002-09-01,36,2,1800.0,1924.53,0.0,187,0,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,24,2007-05-07,0,12,2146.48,300.0,10681.7,154,12,San Martin,0,TECNICO,joven
1,0,FAMILIAR,37,1996-02-01,0,0,750.0,2165.09,0.0,176,0,Piura,0,TECNICO,joven
1,0,FAMILIAR,34,2002-03-01,14,12,1500.0,1283.24,0.0,177,12,Lima,0,TECNICO,joven
1,0,PROPIA,34,2006-11-29,0,12,1800.0,0.0,2355.02,201,4,Lima,0,TECNICO,joven
1,13,PROPIA,39,2004-01-01,0,12,1400.0,0.0,6582.42,191,12,Lima,1,TECNICO,joven
1,8,FAMILIAR,23,2006-01-01,13,11,1200.0,5442.09,172.76,176,8,Lima,0,PROFESIONAL,joven
1,0,OTRAS,40,2006-10-01,0,12,920.0,0.0,2416.04,161,0,Lima,0,TECNICO,joven
1,1,FAMILIAR,29,2006-06-06,7,2,7073.0,8120.0,16369.69,195,0,Lambayeque,0,PROFESIONAL,joven
1,2,FAMILIAR,23,2006-07-01,0,12,1031.33,500.0,821.52,156,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,42,2005-07-01,37,12,4866.0,6620.02,1143.15,205,8,Callao,2,PROFESIONAL,adulto
1,1,PROPIA,33,2007-09-23,0,12,1105.43,0.0,6411.72,187,9,Junin,0,TECNICO,joven
1,0,FAMILIAR,27,2001-03-01,0,12,6657.3,792.49,0.0,186,12,Lima,1,TECNICO,joven
1,1,FAMILIAR,24,2008-03-03,0,10,1043.82,0.0,2100.1,156,10,Lima,0,TECNICO,joven
1,0,FAMILIAR,54,2005-03-01,0,12,1353.46,2030.0,1873.84,185,12,Lima,1,TECNICO,adulto
1,19,FAMILIAR,42,1987-04-01,21,12,2300.0,0.0,0.0,195,12,Junin,1,TECNICO,adulto
1,0,PROPIA,25,2006-03-01,0,12,2405.32,0.0,2138.27,205,12,Moquegua,2,TECNICO,joven
1,0,PROPIA,27,2007-03-01,12,12,995.42,7976.79,1690.44,188,12,Lima,0,TECNICO,joven
1,0,PROPIA,23,2007-10-16,28,12,1094.69,11986.53,9076.95,175,12,Lima,1,TECNICO,joven
1,55,FAMILIAR,45,2005-03-01,28,6,9000.0,31500.0,3137.96,199,0,Puno,0,PROFESIONAL,adulto
1,8,FAMILIAR,34,2001-10-01,7,12,1500.0,8031.71,2468.18,179,12,Lima,1,TECNICO,joven
1,3,FAMILIAR,35,2002-01-01,0,12,1300.0,0.0,2201.01,189,12,Lima,0,TECNICO,joven
1,0,PROPIA,43,2004-02-01,0,12,1800.0,0.0,4865.49,204,12,Loreto,0,TECNICO,adulto
1,2,PROPIA,30,2005-06-01,0,12,2000.0,1856.28,8913.22,221,12,Piura,0,PROFESIONAL,joven
1,0,FAMILIAR,29,2005-11-01,0,12,2900.0,0.0,0.0,173,2,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,34,2001-10-01,0,12,2500.0,0.0,5886.35,211,0,Lima,4,PROFESIONAL,joven
1,6,FAMILIAR,41,1996-12-01,0,2,7239.0,0.0,12334.7,197,0,Ica,0,TECNICO,joven
1,0,FAMILIAR,23,2005-06-08,0,12,901.2,1107.85,2381.93,156,12,Lima,0,TECNICO,joven
1,0,PROPIA,32,2007-01-01,0,11,1185.65,0.0,11320.96,211,8,Lima,0,EDUCACION BASICA,joven
1,9,FAMILIAR,49,2005-01-01,12,12,2500.0,519.16,4445.7,192,12,Cajamarca,0,PROFESIONAL,adulto
1,0,FAMILIAR,28,2005-05-01,20,12,3800.0,1321.81,709.81,195,12,La Libertad,2,PROFESIONAL,joven
1,6,PROPIA,45,2000-11-01,42,4,6000.0,8606.27,13659.85,223,0,Lima,0,PROFESIONAL,adulto
1,2,FAMILIAR,36,2003-04-01,13,12,2882.8,7627.94,0.0,202,11,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,29,2007-11-01,0,12,1002.89,0.0,4071.72,175,12,La Libertad,0,TECNICO,joven
1,0,PROPIA,22,2008-04-04,1,12,1165.71,0.0,8947.92,194,12,Junin,0,TECNICO,joven
1,25,FAMILIAR,50,2000-01-01,57,12,691.21,5671.41,0.0,180,12,Lima,2,TECNICO,adulto
1,0,PROPIA,23,2006-12-12,0,12,1510.49,0.0,1010.9,194,12,Ica,0,TECNICO,joven
1,0,OTRAS,21,2005-08-01,0,12,2085.06,0.0,1549.39,159,11,Piura,0,TECNICO,joven
1,7,FAMILIAR,35,2005-12-01,0,12,4100.0,5171.3,0.0,194,12,Piura,0,TECNICO,joven
1,0,PROPIA,24,2004-03-01,20,12,1268.28,6033.3,41.52,175,12,Lima,0,TECNICO,joven
1,25,PROPIA,37,2004-01-22,21,10,700.0,1900.0,141.31,189,10,Lima,3,TECNICO,joven
1,25,FAMILIAR,46,2005-12-01,99,12,4000.0,34887.82,681.7,185,0,Lima,1,PROFESIONAL,adulto
1,0,FAMILIAR,22,2007-02-28,0,10,790.22,0.0,1525.97,156,11,Junin,0,TECNICO,joven
1,16,FAMILIAR,26,2005-05-01,30,12,2100.0,3086.55,464.54,199,1,Lima,1,PROFESIONAL,joven
1,1,PROPIA,37,2003-11-17,0,8,689.37,0.0,2814.64,196,12,Ica,2,TECNICO,joven
1,0,FAMILIAR,34,2001-08-01,48,12,2400.0,7691.56,3108.69,190,12,Lima,1,PROFESIONAL,joven
1,9,FAMILIAR,35,2006-02-10,11,12,1245.07,0.0,1046.85,179,12,Ancash,1,TECNICO,joven
1,2,FAMILIAR,35,2006-09-01,0,12,1200.0,0.0,2076.38,177,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,34,2004-05-01,0,8,2200.0,5069.2,896.22,194,5,Lima,1,TECNICO,joven
1,0,FAMILIAR,34,2002-10-01,19,11,2310.0,2082.62,467.92,184,0,Loreto,0,PROFESIONAL,joven
1,0,FAMILIAR,45,2002-12-01,0,12,2720.0,0.0,0.0,198,7,Lima,1,PROFESIONAL,adulto
1,0,FAMILIAR,29,2007-10-16,0,12,1050.9,0.0,6988.28,175,12,Callao,0,TECNICO,joven
1,0,FAMILIAR,32,1999-07-01,0,12,2000.0,3974.52,1792.02,220,12,Lima,1,TECNICO,joven
1,1,FAMILIAR,37,2003-03-01,51,10,1100.0,13476.24,8166.0,199,9,Lima,1,PROFESIONAL,joven
1,2,FAMILIAR,21,2005-09-01,0,12,881.34,0.0,2042.98,156,12,Lima,0,TECNICO,joven
1,2,FAMILIAR,37,2005-09-21,11,12,1026.61,1840.0,2100.78,170,12,Loreto,0,TECNICO,joven
1,0,PROPIA,23,2006-09-26,0,12,932.46,0.0,1345.86,175,12,Lima,0,TECNICO,joven
1,2,PROPIA,28,2004-12-01,0,12,2100.0,448.18,1313.87,231,12,Huanuco,2,PROFESIONAL,joven
1,0,FAMILIAR,25,2006-12-01,0,12,656.49,1850.0,4280.13,169,12,Lima,0,TECNICO,joven
1,1,PROPIA,25,2003-06-01,63,12,1400.0,4591.7,3099.08,190,12,Lima,1,TECNICO,joven
1,0,FAMILIAR,23,2003-06-01,0,12,10000.0,4975.15,0.05,175,0,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,32,2003-02-03,0,2,1300.0,1785.75,1824.56,182,0,Lima,1,PROFESIONAL,joven
1,0,FAMILIAR,30,1997-01-01,0,9,800.0,25571.9,57094.38,192,0,Lima,1,TECNICO,joven
1,0,FAMILIAR,23,2005-05-01,0,12,4500.0,558.74,0.0,181,12,Arequipa,0,PROFESIONAL,joven
1,2,FAMILIAR,25,2008-02-01,1,12,5500.0,4791.32,0.0,189,1,Lima,1,PROFESIONAL,joven
1,2,PROPIA,39,2001-12-01,81,12,8546.0,22024.32,4637.81,183,12,Cuzco,2,PROFESIONAL,joven
1,24,FAMILIAR,36,2002-07-15,44,12,1617.92,800.0,685.34,177,12,Lima,3,TECNICO,joven
1,24,FAMILIAR,31,2001-07-01,21,9,1800.0,4426.27,34.08,207,5,Lima,2,PROFESIONAL,joven
1,0,PROPIA,34,2005-11-01,0,12,1400.0,3276.6,4153.11,192,12,Callao,0,PROFESIONAL,joven
1,0,FAMILIAR,42,2004-03-01,9,9,12000.0,36129.91,16766.44,198,0,Lima,1,PROFESIONAL,adulto
1,21,FAMILIAR,25,2005-10-01,0,12,730.0,7098.14,5822.74,169,12,Lima,1,TECNICO,joven
1,0,FAMILIAR,45,2002-09-01,7,12,4000.0,2116.13,0.0,193,1,Lima,0,PROFESIONAL,adulto
1,8,PROPIA,50,2003-12-01,30,0,5311.46,33452.66,4790.57,223,0,Lima,4,PROFESIONAL,adulto
1,0,FAMILIAR,31,2004-03-01,11,12,2400.0,3374.55,4369.37,192,11,Moquegua,0,TECNICO,joven
1,0,FAMILIAR,37,2004-04-01,24,0,1000.0,4466.28,469.68,184,0,Lima,1,PROFESIONAL,joven
1,0,FAMILIAR,57,1991-01-01,11,7,4176.35,6686.65,0.0,211,0,Callao,0,TECNICO,adulto
1,0,FAMILIAR,43,2004-07-01,0,2,15000.0,11357.88,0.0,177,0,Lima,0,TECNICO,adulto
1,0,FAMILIAR,33,1999-12-01,8,12,2800.0,301.14,325.09,195,11,Arequipa,0,PROFESIONAL,joven
1,0,FAMILIAR,48,1999-11-01,30,4,5000.0,3021.68,2135.4,181,0,Lima,2,TECNICO,adulto
1,0,FAMILIAR,30,2005-03-01,0,12,1000.0,0.0,1713.14,173,7,La Libertad,0,EDUCACION BASICA,joven
1,0,FAMILIAR,27,2007-03-05,0,12,1432.86,0.0,0.0,171,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,32,2002-06-01,0,12,770.0,2624.93,2723.26,175,10,Tumbes,0,TECNICO,joven
1,0,FAMILIAR,40,2007-01-20,0,11,2743.5,0.0,1821.21,214,11,Callao,0,EDUCACION BASICA,joven
1,0,FAMILIAR,47,2006-11-01,0,10,4000.0,1000.0,1656.56,191,10,Lima,0,PROFESIONAL,adulto
1,7,PROPIA,43,1998-05-01,90,12,26400.0,121543.4,0.0,236,0,Lima,2,PROFESIONAL,adulto
1,0,PROPIA,36,2004-07-01,0,12,10604.0,32388.4,27573.6,193,0,La Libertad,0,TECNICO,joven
1,0,FAMILIAR,45,2004-03-01,11,6,6500.0,4663.23,15112.4,200,0,Lambayeque,0,PROFESIONAL,adulto
1,0,FAMILIAR,23,2005-08-01,0,12,1695.0,0.0,7936.73,161,8,Piura,0,TECNICO,joven
1,1,FAMILIAR,38,1999-11-01,71,12,2261.71,13850.21,678.12,213,12,Lima,2,TECNICO,joven
1,0,FAMILIAR,54,2007-01-01,9,11,2000.0,11372.72,14563.87,205,11,Lima,0,PROFESIONAL,adulto
1,0,FAMILIAR,55,2004-03-01,0,5,773.0,0.0,217.31,192,4,Lima,0,TECNICO,adulto
1,2,FAMILIAR,33,2007-09-13,0,12,1298.25,0.0,4487.38,175,11,Junin,0,TECNICO,joven
1,0,PROPIA,40,1999-06-01,64,0,2900.0,19544.59,57094.38,177,0,Callao,1,TECNICO,joven
1,0,PROPIA,49,2007-07-24,0,12,5556.01,0.0,17021.19,216,12,Ucayali,0,TECNICO,adulto
1,32,FAMILIAR,25,2006-01-15,0,12,995.5,0.0,271.48,169,12,Lima,2,TECNICO,joven
1,2,FAMILIAR,28,2005-11-01,0,12,2000.0,0.0,4367.08,196,12,Lima,0,PROFESIONAL,joven
1,2,PROPIA,24,2007-07-18,5,12,667.63,1250.0,1966.48,188,12,Lima,0,TECNICO,joven
1,0,PROPIA,29,1998-10-01,0,8,5250.0,40868.27,0.0,219,0,Lima,1,PROFESIONAL,joven
1,0,FAMILIAR,27,2003-03-01,13,5,1500.0,6813.28,467.75,152,0,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,30,2004-11-01,19,11,2300.0,582.75,488.51,199,0,Lima,0,TECNICO,joven
1,0,PROPIA,25,2003-06-01,0,12,1400.0,0.0,0.0,188,12,Lima,0,EDUCACION BASICA,joven
1,0,PROPIA,46,2000-01-01,0,0,2100.0,0.0,0.0,194,0,Lima,0,TECNICO,adulto
1,1,FAMILIAR,40,2005-05-01,0,12,1100.0,0.0,1719.39,177,12,Ica,4,TECNICO,joven
1,0,PROPIA,32,2001-05-01,11,12,1607.35,5001.07,8678.23,218,12,Callao,0,TECNICO,joven
1,10,PROPIA,47,2005-06-01,0,12,1600.0,0.0,3738.11,202,12,Lima,0,TECNICO,adulto
1,1,FAMILIAR,43,2006-01-02,0,7,800.0,9097.3,842.07,178,0,Callao,0,TECNICO,adulto
1,27,FAMILIAR,48,2005-09-01,0,11,2776.65,7435.2,6022.48,195,12,Lima,1,TECNICO,adulto
1,0,FAMILIAR,31,2008-05-01,11,7,3000.0,500.0,2567.22,200,0,Callao,0,PROFESIONAL,joven
1,0,FAMILIAR,31,2007-01-01,8,11,900.0,4504.12,1923.53,195,12,Lambayeque,0,PROFESIONAL,joven
1,0,FAMILIAR,24,2006-10-01,0,12,1004.0,0.0,5122.07,154,12,Lima,0,EDUCACION BASICA,joven
1,17,PROPIA,52,2001-01-15,0,12,860.37,500.0,3919.59,202,9,Lima,1,PROFESIONAL,adulto
1,2,FAMILIAR,37,2006-05-01,0,12,1148.08,0.0,4652.42,196,10,Lima,0,TECNICO,joven
1,0,FAMILIAR,24,2007-05-01,0,11,695.48,0.0,4998.23,169,11,Lima,0,TECNICO,joven
1,0,FAMILIAR,27,2003-02-01,11,12,2650.0,2432.46,1806.58,186,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,44,2003-09-01,0,12,2800.0,1009.39,0.0,209,12,Ica,0,PROFESIONAL,adulto
1,2,FAMILIAR,22,2006-09-15,0,12,1357.55,900.0,2629.75,156,12,Lima,1,TECNICO,joven
1,25,PROPIA,47,2002-07-01,9,12,14250.0,10711.5,2569.6,192,0,Ancash,0,PROFESIONAL,adulto
1,0,PROPIA,42,2006-08-01,0,2,7189.0,12959.87,8789.22,224,0,Loreto,0,PROFESIONAL,adulto
1,28,PROPIA,50,2002-01-01,0,12,13046.0,5827.55,0.0,216,2,Callao,3,PROFESIONAL,adulto
1,1,FAMILIAR,22,2007-09-01,0,11,700.0,0.0,2662.87,159,7,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,36,1996-10-01,0,12,2082.75,1250.0,13023.25,194,12,Lima,3,TECNICO,joven
1,0,FAMILIAR,48,2002-05-18,0,12,1097.93,1300.0,1967.93,180,12,Lima,0,TECNICO,adulto
1,2,PROPIA,29,2000-01-01,28,12,2100.0,5146.88,3966.49,211,12,Lambayeque,0,TECNICO,joven
1,0,FAMILIAR,28,2003-02-01,0,11,2000.0,0.0,0.0,195,11,Lima,0,TECNICO,joven
1,0,FAMILIAR,33,2003-05-01,0,12,1483.0,0.0,0.06,182,0,Lambayeque,0,EDUCACION BASICA,joven
1,0,FAMILIAR,44,1986-04-10,63,0,2500.0,37002.62,754.57,182,0,Callao,0,TECNICO,adulto
1,1,PROPIA,25,2006-10-20,0,12,1720.24,0.0,7106.64,177,11,Junin,0,TECNICO,joven
1,6,PROPIA,35,2004-04-01,16,6,10000.0,113443.36,18030.84,216,0,Lima,2,PROFESIONAL,joven
1,0,FAMILIAR,42,2007-05-01,11,12,1200.0,5723.71,296.09,199,12,Lima,1,TECNICO,adulto
1,0,FAMILIAR,32,2004-12-01,8,12,2000.0,6288.93,1664.97,188,12,Lima,4,PROFESIONAL,joven
1,1,FAMILIAR,49,2006-01-11,23,12,2559.7,5000.0,10311.95,190,10,Ucayali,0,TECNICO,adulto
1,0,FAMILIAR,22,2007-05-01,17,12,2100.0,4604.96,3938.02,187,0,Lima,0,TECNICO,joven
1,0,FAMILIAR,37,2003-09-01,0,12,1200.0,6818.02,0.0,188,0,Lima,1,PROFESIONAL,joven
1,1,FAMILIAR,31,2006-04-01,0,12,1144.34,12805.14,2376.49,168,11,Lima,0,EDUCACION BASICA,joven
1,0,FAMILIAR,44,2000-01-01,30,12,1706.5,13580.32,80.65,197,12,Callao,0,TECNICO,adulto
1,0,FAMILIAR,22,2006-07-01,0,12,1404.28,4108.59,4853.75,158,12,Lima,2,TECNICO,joven
1,24,FAMILIAR,36,2003-09-01,36,11,2000.0,12086.07,878.7,190,0,Lima,1,PROFESIONAL,joven
1,0,FAMILIAR,32,2007-09-01,17,7,966.89,1680.0,1668.55,175,7,Callao,0,TECNICO,joven
1,0,FAMILIAR,27,2004-01-01,0,12,992.51,0.0,3322.06,166,12,La Libertad,0,EDUCACION BASICA,joven
1,2,PROPIA,28,2007-02-01,13,10,1145.1,0.0,3865.69,194,8,Lima,0,TECNICO,joven
1,0,FAMILIAR,27,2004-07-01,43,12,4200.0,2998.55,2419.35,213,12,Ancash,2,PROFESIONAL,joven
1,0,FAMILIAR,32,2004-11-01,0,12,2400.0,762.83,1218.66,200,12,Puno,0,PROFESIONAL,joven
1,2,FAMILIAR,42,2003-06-01,0,12,1013.0,2625.0,2236.73,178,11,Lima,1,EDUCACION BASICA,adulto
1,0,FAMILIAR,29,2005-09-01,24,12,2753.0,6877.13,2482.91,188,12,Lima,2,PROFESIONAL,joven
1,0,FAMILIAR,25,2000-02-01,35,8,9200.0,25584.13,5593.75,194,0,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,41,2000-01-01,26,0,1133.0,4718.54,276.57,161,0,Loreto,0,PROFESIONAL,joven
1,0,PROPIA,49,2002-12-01,18,12,1000.0,1835.91,0.0,189,12,Callao,0,TECNICO,adulto
1,0,FAMILIAR,36,2003-12-01,0,12,1300.0,0.0,2069.6,177,12,Callao,0,TECNICO,joven
1,1,PROPIA,36,2003-10-23,0,12,769.67,1155.0,5815.34,196,12,Ucayali,0,TECNICO,joven
1,0,PROPIA,52,2001-03-01,0,12,4500.0,8386.37,0.0,217,12,Lima,0,SUPERIOR,adulto
1,8,PROPIA,25,2000-10-01,12,12,2200.0,961.84,678.18,205,12,Lima,1,TECNICO,joven
1,8,FAMILIAR,50,2003-12-01,30,0,5311.46,33452.66,4790.57,204,0,Lima,4,SUPERIOR,adulto
1,17,PROPIA,30,2004-12-01,9,12,3500.0,401.08,499.79,209,12,Arequipa,0,TECNICO,joven
1,0,FAMILIAR,30,2003-08-01,0,12,2800.0,1460.76,602.56,209,12,Lima,3,TECNICO,joven
1,24,FAMILIAR,32,2000-03-01,90,6,8000.0,8505.91,1106.96,180,0,Ancash,2,PROFESIONAL,joven
1,26,FAMILIAR,41,2002-03-01,15,12,9400.0,58805.04,57094.38,191,12,Callao,1,PROFESIONAL,joven
1,0,FAMILIAR,42,2000-04-01,10,11,7574.75,3547.33,4384.74,214,0,Lima,0,PROFESIONAL,adulto
1,1,PROPIA,28,2005-11-05,0,12,2618.83,0.0,8127.07,219,12,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,29,2000-10-01,0,12,1200.0,0.0,2808.71,175,12,Lima,4,TECNICO,joven
1,0,PROPIA,48,2002-10-01,0,2,3500.0,6960.79,39220.86,194,0,Lima,1,TECNICO,adulto
1,11,FAMILIAR,24,2007-02-01,0,12,3250.4,0.0,1649.59,184,11,Pasco,1,EDUCACION BASICA,joven
1,7,FAMILIAR,30,2003-06-01,28,12,1200.0,1438.95,65.55,175,12,Lima,1,TECNICO,joven
1,3,PROPIA,34,1988-01-01,0,11,2000.0,0.0,2345.98,192,10,Lima,0,TECNICO,joven
1,2,PROPIA,35,2007-02-01,0,12,970.18,0.0,3500.0,204,12,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,22,2007-07-04,0,12,1720.37,0.0,2882.91,156,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,23,2004-07-01,0,12,1000.0,95.75,1693.94,200,12,Lima,0,TECNICO,joven
1,53,FAMILIAR,41,2008-02-28,32,10,1354.82,800.0,348.55,180,9,Arequipa,2,TECNICO,joven
1,0,FAMILIAR,35,2000-01-01,0,12,6300.0,0.0,0.0,213,0,La Libertad,0,TECNICO,joven
1,0,FAMILIAR,40,1999-09-01,31,12,2800.0,45897.03,19675.7,191,0,Lima,1,PROFESIONAL,joven
1,1,FAMILIAR,24,2007-06-04,4,11,613.75,500.0,1753.41,156,12,Ica,0,TECNICO,joven
1,25,FAMILIAR,34,2005-06-25,33,12,1273.28,1000.0,10500.0,179,12,Callao,1,TECNICO,joven
1,2,FAMILIAR,25,2004-05-01,11,12,5300.0,214.96,2274.39,194,10,Lima,1,PROFESIONAL,joven
1,20,FAMILIAR,30,2006-09-01,14,12,1400.0,2589.85,1985.3,170,12,Junin,1,TECNICO,joven
1,3,FAMILIAR,39,2003-01-01,13,12,2000.0,2442.68,0.0,221,12,Lima,0,PROFESIONAL,joven
1,2,PROPIA,38,2007-01-02,0,12,981.74,0.0,479.75,208,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,29,2004-09-01,14,12,2300.0,2565.55,779.02,200,12,Lima,0,PROFESIONAL,joven
1,0,PROPIA,26,2007-09-01,0,12,937.85,0.0,686.06,188,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,24,2007-07-01,5,12,5500.0,2500.0,7554.21,181,12,Lima,0,PROFESIONAL,joven
1,0,PROPIA,37,2008-04-01,12,12,2840.0,12410.99,3585.9,213,12,Lima,1,TECNICO,joven
1,0,FAMILIAR,31,2000-01-01,0,12,13500.0,2176.9,0.0,212,0,Lima,4,PROFESIONAL,joven
1,1,FAMILIAR,31,2007-06-01,0,12,1900.0,0.0,3436.08,173,12,La Libertad,0,TECNICO,joven
1,0,FAMILIAR,37,2007-03-28,0,12,806.09,0.0,1162.6,170,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,30,2006-05-01,7,12,2900.0,3900.0,1624.18,219,12,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,30,2006-05-01,7,12,2900.0,3900.0,1624.18,219,12,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,37,2007-05-02,0,12,800.0,0.0,706.31,157,0,Callao,0,TECNICO,joven
1,0,FAMILIAR,30,2003-03-01,0,12,3100.0,0.0,58.91,180,0,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,59,2004-07-01,0,12,5212.22,3420.0,5118.55,189,12,Lima,0,TECNICO,adulto
1,8,FAMILIAR,21,2006-02-01,20,4,2721.88,3523.48,693.75,181,1,Lima,0,PROFESIONAL,joven
1,0,FAMILIAR,28,2006-02-01,0,12,1250.0,0.0,3426.04,175,12,Lima,0,TECNICO,joven
1,23,FAMILIAR,38,2002-02-01,81,1,16200.0,25625.4,1144.7,215,0,Lima,1,PROFESIONAL,joven
1,0,PROPIA,35,1996-04-01,21,0,1500.0,7243.95,0.0,220,0,La Libertad,1,PROFESIONAL,joven
1,0,FAMILIAR,43,2005-11-01,8,12,2100.0,14260.0,1478.38,200,0,Lambayeque,0,PROFESIONAL,adulto
1,0,FAMILIAR,24,2005-10-01,12,12,2900.0,901.88,228.1,167,0,Ica,0,PROFESIONAL,joven
1,0,PROPIA,32,2001-03-01,10,12,3000.0,3800.0,20144.05,238,10,Ica,0,PROFESIONAL,joven
1,0,PROPIA,58,2002-10-01,0,12,1381.97,963.41,2384.53,178,12,Lima,1,TECNICO,adulto
1,0,FAMILIAR,32,2007-03-20,0,7,2100.0,2821.2,9015.96,192,5,Lima,1,TECNICO,joven
1,0,PROPIA,29,2005-09-01,10,12,1200.0,2896.69,0.0,194,12,Lima,0,TECNICO,joven
1,0,PROPIA,27,2002-02-01,10,12,902.42,2629.0,7066.77,188,11,Ica,0,TECNICO,joven
1,0,PROPIA,29,2005-11-02,9,12,1229.49,3960.0,1359.81,194,8,Lima,0,TECNICO,joven
1,0,FAMILIAR,30,2002-12-01,46,3,5000.0,6200.0,2452.01,193,8,Callao,0,PROFESIONAL,joven
1,0,PROPIA,39,2004-08-01,0,12,2800.0,0.0,6889.28,213,9,Cajamarca,0,TECNICO,joven
1,25,FAMILIAR,28,2003-06-01,26,0,2000.0,700.52,0.0,187,0,Lambayeque,1,PROFESIONAL,joven
1,1,PROPIA,25,2005-09-01,0,12,1200.0,0.0,4701.96,207,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,39,2006-04-01,0,12,3000.0,0.0,13253.85,194,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,35,2007-11-01,5,12,2298.55,3783.0,5126.61,202,12,Lima,0,PROFESIONAL,joven
1,2,FAMILIAR,22,2006-03-01,0,12,858.48,0.0,3868.01,156,12,Lima,0,TECNICO,joven
1,2,FAMILIAR,30,2001-11-01,0,12,2800.0,14362.89,3757.41,192,12,Lima,1,TECNICO,joven
1,0,FAMILIAR,34,2005-10-01,14,12,645.34,1300.0,423.43,189,12,Lima,0,TECNICO,joven
1,0,FAMILIAR,33,2002-10-01,46,12,8000.0,15224.29,12436.35,175,0,Lima,4,PROFESIONAL,joven
1,0,ALQUILADA,46,2006-07-01,6,11,10148.0,30346.21,57094.38,192,0,La Libertad,0,PROFESIONAL,adulto
1,4,FAMILIAR,25,2005-07-01,29,12,4000.0,6305.45,9754.44,220,0,Ancash,1,PROFESIONAL,joven
1,0,FAMILIAR,37,2005-08-01,12,0,3975.0,13036.93,0.0,202,0,La Libertad,0,PROFESIONAL,joven
1,0,FAMILIAR,55,2005-03-04,0,2,725.0,0.0,507.92,202,0,Lima,0,PROFESIONAL,adulto
1,0,PROPIA,29,2006-08-01,8,12,2500.0,500.0,4116.91,214,12,Junin,0,PROFESIONAL,joven
1,0,FAMILIAR,29,2007-07-02,0,10,2400.0,0.0,15090.02,192,5,Arequipa,2,TECNICO,joven
1,2,FAMILIAR,25,2006-04-29,0,12,1175.0,0.0,5839.92,188,10,Arequipa,0,TECNICO,joven
1,20,FAMILIAR,31,2004-11-12,39,9,2362.12,0.0,0.0,200,9,Loreto,2,PROFESIONAL,joven
1,2,FAMILIAR,26,2006-01-01,19,12,1099.9,6999.34,2577.11,171,12,Lima,1,TECNICO,joven
1,2,FAMILIAR,27,2005-09-01,0,12,500.25,0.0,1407.76,167,12,La Libertad,0,EDUCACION BASICA,joven
